5.280218124389648438e-01,8.366801142692565918e-01,8.838513493537902832e-01,8.907300829887390137e-01,7.528670430183410645e-01,5.586198568344116211e-01,5.741247534751892090e-01,3.979158401489257812e-01,3.366200029850006104e-01,2.921248078346252441e-01,6.773802042007446289e-01,6.723136901855468750e-01,5.886477231979370117e-01,5.761888027191162109e-01,6.346070170402526855e-01,7.142376899719238281e-01
4.705725014209747314e-01,5.737506151199340820e-01,5.329560041427612305e-01,6.134151816368103027e-01,6.690772175788879395e-01,4.586410224437713623e-01,5.040537714958190918e-01,4.904967844486236572e-01,4.550449252128601074e-01,4.666921198368072510e-01,5.810759067535400391e-01,5.755113959312438965e-01,5.050613284111022949e-01,5.342314243316650391e-01,5.381504297256469727e-01,7.368299961090087891e-01
4.922490119934082031e-01,4.464744925498962402e-01,4.583677947521209717e-01,5.482879877090454102e-01,6.748278737068176270e-01,3.814372718334197998e-01,5.265078544616699219e-01,5.763521194458007812e-01,5.516610145568847656e-01,4.712825119495391846e-01,9.155104160308837891e-01,7.553050518035888672e-01,6.121315360069274902e-01,6.011257767677307129e-01,4.039578139781951904e-01,6.728262305259704590e-01
7.172917127609252930e-01,6.532746553421020508e-01,6.353985667228698730e-01,6.738711595535278320e-01,5.790098309516906738e-01,5.028011202812194824e-01,5.545668005943298340e-01,5.577030777931213379e-01,4.423260688781738281e-01,4.206177294254302979e-01,9.447808861732482910e-01,7.612857222557067871e-01,5.641728639602661133e-01,5.833675861358642578e-01,5.992611646652221680e-01,7.916464209556579590e-01
6.417788267135620117e-01,5.780847072601318359e-01,6.509292125701904297e-01,6.154046058654785156e-01,4.941931664943695068e-01,4.536913037300109863e-01,4.506328403949737549e-01,3.264165222644805908e-01,3.087584674358367920e-01,2.970145046710968018e-01,6.006397604942321777e-01,4.301979243755340576e-01,3.897973895072937012e-01,4.308514297008514404e-01,5.379037261009216309e-01,6.411225795745849609e-01
5.522923469543457031e-01,6.032060384750366211e-01,5.533842444419860840e-01,5.151730775833129883e-01,5.046581029891967773e-01,6.034526228904724121e-01,5.643270015716552734e-01,5.313638448715209961e-01,4.279064834117889404e-01,4.129016995429992676e-01,6.144978404045104980e-01,6.728036403656005859e-01,5.033258795738220215e-01,4.246672093868255615e-01,3.989810347557067871e-01,2.980227768421173096e-01
7.855043411254882812e-01,7.826507091522216797e-01,6.904072165489196777e-01,8.713445067405700684e-01,8.452115654945373535e-01,7.009083628654479980e-01,5.309083461761474609e-01,5.426033139228820801e-01,5.694133043289184570e-01,5.970512628555297852e-01,8.216004371643066406e-01,8.364650011062622070e-01,5.453039407730102539e-01,5.251164436340332031e-01,5.624967813491821289e-01,8.845734000205993652e-01
6.296515464782714844e-01,5.610338449478149414e-01,5.851170420646667480e-01,5.880748033523559570e-01,6.044365763664245605e-01,6.642041206359863281e-01,7.462877035140991211e-01,6.140105128288269043e-01,5.689928531646728516e-01,5.496694445610046387e-01,1.000000000000000000e+00,9.731713533401489258e-01,6.798354387283325195e-01,5.652261972427368164e-01,6.019080281257629395e-01,8.302487134933471680e-01
7.791177034378051758e-01,8.566744923591613770e-01,6.904886960983276367e-01,7.437285184860229492e-01,6.794548630714416504e-01,4.382461309432983398e-01,6.170115470886230469e-01,5.104997754096984863e-01,5.411384105682373047e-01,5.899577736854553223e-01,8.183045983314514160e-01,6.932749152183532715e-01,4.545057415962219238e-01,4.663217067718505859e-01,5.662953853607177734e-01,9.878337979316711426e-01
7.267966866493225098e-01,6.452229022979736328e-01,4.094062447547912598e-01,4.930856823921203613e-01,4.651954174041748047e-01,5.853914022445678711e-01,9.456859827041625977e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.067270755767822266e-01,7.929855585098266602e-01,6.293761730194091797e-01,6.365953087806701660e-01,6.603366136550903320e-01,9.106488823890686035e-01
1.000000000000000000e+00,1.000000000000000000e+00,8.271492123603820801e-01,7.913594245910644531e-01,7.821556329727172852e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.397460222244262695e-01,9.021441340446472168e-01,9.007427096366882324e-01,8.108224868774414062e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.081750035285949707e-01
8.055581450462341309e-01,8.808347582817077637e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.850213050842285156e-01,7.369416356086730957e-01,4.911069869995117188e-01,4.024030864238739014e-01,3.432898819446563721e-01,7.259156107902526855e-01,7.970839142799377441e-01,7.104765772819519043e-01,6.090186238288879395e-01,6.626375913619995117e-01,1.000000000000000000e+00
